...1,ai_help_received,ai_suggestion,ai_suggestion_correct,base_probability,correct,manual_ai_requested,manual_request_time,num_columns,response_col,response_time,seed,target_column_index,target_probability,timed_out,total_score_after_trial,trial_number,participant_id,popup_response,popup_response_time,toggle_state_at_start,toggle_used_during_trial,toggle_switch_time,condition,study_name,open_feedback,total_duration_seconds,tutorial_attempts,How annoying was the AI assistant?,How attentive were you to the AI assistant's suggestions?,How distracting was the AI assistant?,How much did the AI assistant improve your performance?,How useful was the AI assistant?,popup_events,popup_mode,prob_diff,order
1,FALSE,NA,NA,0.1,TRUE,NA,NA,10,0,5.1340000629425,1,0,0.4,FALSE,1,1,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.3,easy_first
2,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,12.074000120163,10,8,0.4,FALSE,10,10,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.3,easy_first
3,FALSE,NA,NA,0.1,FALSE,NA,NA,10,3,14.6190001964569,11,5,0.3,FALSE,10,11,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.2,easy_first
4,FALSE,NA,NA,0.1,TRUE,NA,NA,10,4,7.16899991035461,12,4,0.3,FALSE,11,12,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.2,easy_first
5,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,8.27400016784668,13,3,0.3,FALSE,12,13,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.2,easy_first
6,FALSE,NA,NA,0.1,TRUE,NA,NA,10,5,5.27699995040894,14,5,0.3,FALSE,13,14,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.2,easy_first
7,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,6.19799995422363,15,7,0.3,FALSE,14,15,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.2,easy_first
8,FALSE,NA,NA,0.1,FALSE,NA,NA,10,0,60,16,1,0.3,TRUE,14,16,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.2,easy_first
9,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,41.5019998550415,17,2,0.3,FALSE,15,17,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.2,easy_first
10,FALSE,NA,NA,0.1,FALSE,NA,NA,10,9,6.04099988937378,18,2,0.3,FALSE,15,18,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.2,easy_first
11,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.14699983596802,19,3,0.3,FALSE,16,19,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.2,easy_first
12,FALSE,NA,NA,0.1,TRUE,NA,NA,10,9,11.8759999275208,2,9,0.4,FALSE,2,2,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.3,easy_first
13,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,5.2720000743866,20,7,0.3,FALSE,17,20,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.2,easy_first
14,FALSE,NA,NA,0.1,TRUE,NA,NA,10,4,5.15000009536743,21,4,0.2,FALSE,18,21,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.1,easy_first
15,FALSE,NA,NA,0.1,FALSE,NA,NA,10,2,12.6689999103546,22,5,0.2,FALSE,18,22,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.1,easy_first
16,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,9.55000019073486,23,7,0.2,FALSE,19,23,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.1,easy_first
17,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,5.42899990081787,24,2,0.2,FALSE,20,24,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.1,easy_first
18,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.66900014877319,25,3,0.2,FALSE,21,25,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.1,easy_first
19,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,5.45199966430664,26,1,0.2,FALSE,21,26,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.1,easy_first
20,FALSE,NA,NA,0.1,FALSE,NA,NA,10,6,10.8789999485016,27,8,0.2,FALSE,21,27,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.1,easy_first
21,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,5.9539999961853,28,8,0.2,FALSE,21,28,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.1,easy_first
22,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,5.35499978065491,29,2,0.2,FALSE,22,29,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.1,easy_first
23,FALSE,NA,NA,0.1,TRUE,NA,NA,10,6,5.83099961280823,3,6,0.4,FALSE,3,3,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.3,easy_first
24,FALSE,NA,NA,0.1,FALSE,NA,NA,10,8,9.35900020599365,30,0,0.2,FALSE,22,30,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.1,easy_first
25,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,6.58500027656555,31,3,0.11,FALSE,22,31,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.01,easy_first
26,FALSE,NA,NA,0.1,FALSE,NA,NA,10,3,15.4930000305176,32,9,0.11,FALSE,22,32,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.01,easy_first
27,FALSE,NA,NA,0.1,FALSE,NA,NA,10,6,8.64399981498718,33,0,0.11,FALSE,22,33,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.01,easy_first
28,FALSE,NA,NA,0.1,FALSE,NA,NA,10,1,6.49399971961975,34,6,0.11,FALSE,22,34,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.01,easy_first
29,FALSE,NA,NA,0.1,FALSE,NA,NA,10,8,15.7829999923706,35,6,0.11,FALSE,22,35,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.01,easy_first
30,FALSE,NA,NA,0.1,FALSE,NA,NA,10,1,6.4300000667572,36,8,0.11,FALSE,22,36,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.01,easy_first
31,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,6.55200004577637,37,7,0.11,FALSE,22,37,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.01,easy_first
32,FALSE,NA,NA,0.1,FALSE,NA,NA,10,7,5.72099995613098,38,9,0.11,FALSE,22,38,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.01,easy_first
33,FALSE,NA,NA,0.1,FALSE,NA,NA,10,2,5.01799988746643,39,9,0.11,FALSE,22,39,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.01,easy_first
34,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,6.91500020027161,4,3,0.4,FALSE,4,4,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.3,easy_first
35,FALSE,NA,NA,0.1,FALSE,NA,NA,10,6,8.65899991989136,40,2,0.11,FALSE,22,40,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.01,easy_first
36,FALSE,NA,NA,0.1,TRUE,NA,NA,10,9,6.65200018882751,5,9,0.4,FALSE,5,5,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.3,easy_first
37,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,9.21799993515015,6,7,0.4,FALSE,6,6,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.3,easy_first
38,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,6.48599982261658,7,8,0.4,FALSE,7,7,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.3,easy_first
39,FALSE,NA,NA,0.1,TRUE,NA,NA,10,1,9.29999995231628,8,1,0.4,FALSE,8,8,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.3,easy_first
40,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,7.04599976539612,9,3,0.4,FALSE,9,9,1,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,no feed back,1063.27,1,NA,NA,NA,NA,NA,NA,NA,0.3,easy_first
41,FALSE,NA,NA,0.1,TRUE,NA,NA,10,0,5.1969997882843,1,0,0.4,FALSE,1,1,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.3,easy_first
42,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,6.17999982833862,10,8,0.4,FALSE,8,10,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.3,easy_first
43,FALSE,NA,NA,0.1,TRUE,NA,NA,10,5,6.14399981498718,11,5,0.3,FALSE,9,11,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.2,easy_first
44,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,9.01900005340576,12,2,0.3,FALSE,10,12,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.2,easy_first
45,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,5.06099987030029,13,7,0.3,FALSE,11,13,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.2,easy_first
46,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,6.8490002155304,14,7,0.3,FALSE,12,14,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.2,easy_first
47,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,8.66400003433228,15,3,0.3,FALSE,13,15,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.2,easy_first
48,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.50699973106384,16,3,0.3,FALSE,14,16,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.2,easy_first
49,FALSE,NA,NA,0.1,TRUE,NA,NA,10,1,5.02099990844727,17,1,0.3,FALSE,15,17,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.2,easy_first
50,FALSE,NA,NA,0.1,TRUE,NA,NA,10,4,5.19200015068054,18,4,0.3,FALSE,16,18,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.2,easy_first
51,FALSE,NA,NA,0.1,TRUE,NA,NA,10,5,6.94500017166138,19,5,0.3,FALSE,17,19,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.2,easy_first
52,FALSE,NA,NA,0.1,TRUE,NA,NA,10,1,7.81199979782104,2,1,0.4,FALSE,2,2,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.3,easy_first
53,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,8.7039999961853,20,2,0.3,FALSE,18,20,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.2,easy_first
54,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.58200001716614,21,3,0.2,FALSE,19,21,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.1,easy_first
55,FALSE,NA,NA,0.1,FALSE,NA,NA,10,1,7.9760000705719,22,5,0.2,FALSE,19,22,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.1,easy_first
56,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,9.26899981498718,23,1,0.2,FALSE,19,23,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.1,easy_first
57,FALSE,NA,NA,0.1,FALSE,NA,NA,10,0,11.0900001525879,24,7,0.2,FALSE,19,24,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.1,easy_first
58,FALSE,NA,NA,0.1,FALSE,NA,NA,10,3,13.1380002498627,25,0,0.2,FALSE,19,25,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.1,easy_first
59,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,5.37900018692017,26,8,0.2,FALSE,20,26,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.1,easy_first
60,FALSE,NA,NA,0.1,TRUE,NA,NA,10,4,12.5339996814728,27,4,0.2,FALSE,21,27,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.1,easy_first
61,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,5.45900011062622,28,2,0.2,FALSE,22,28,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.1,easy_first
62,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,5.95900011062622,29,2,0.2,FALSE,23,29,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.1,easy_first
63,FALSE,NA,NA,0.1,TRUE,NA,NA,10,6,5.1100001335144,3,6,0.4,FALSE,3,3,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.3,easy_first
64,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,5.60000014305115,30,8,0.2,FALSE,24,30,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.1,easy_first
65,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,9.44200015068054,31,8,0.11,FALSE,25,31,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.01,easy_first
66,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,10.7769999504089,32,7,0.11,FALSE,25,32,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.01,easy_first
67,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,16.1459999084473,33,9,0.11,FALSE,25,33,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.01,easy_first
68,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,6.62899994850159,34,6,0.11,FALSE,25,34,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.01,easy_first
69,FALSE,NA,NA,0.1,FALSE,NA,NA,10,1,5.28399991989136,35,6,0.11,FALSE,25,35,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.01,easy_first
70,FALSE,NA,NA,0.1,FALSE,NA,NA,10,1,12.1849999427795,36,0,0.11,FALSE,25,36,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.01,easy_first
71,FALSE,NA,NA,0.1,FALSE,NA,NA,10,7,14.929000377655,37,9,0.11,FALSE,25,37,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.01,easy_first
72,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,7.65999984741211,38,3,0.11,FALSE,25,38,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.01,easy_first
73,FALSE,NA,NA,0.1,FALSE,NA,NA,10,2,5.00099992752075,39,9,0.11,FALSE,25,39,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.01,easy_first
74,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,5.83500003814697,4,8,0.4,FALSE,4,4,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.3,easy_first
75,FALSE,NA,NA,0.1,FALSE,NA,NA,10,3,12.4670000076294,40,2,0.11,FALSE,25,40,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.01,easy_first
76,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,5.42200016975403,5,9,0.4,FALSE,4,5,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.3,easy_first
77,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.10999989509583,6,3,0.4,FALSE,5,6,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.3,easy_first
78,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,11.2260003089905,7,9,0.4,FALSE,5,7,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.3,easy_first
79,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,5.41100001335144,8,7,0.4,FALSE,6,8,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.3,easy_first
80,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.82800006866455,9,3,0.4,FALSE,7,9,2,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,It was difficult towards the end.,548.28,1,3,1,4,0,2,NA,NA,0.3,easy_first
1801,TRUE,9,TRUE,0.1,TRUE,TRUE,11.1270000934601,10,9,26.510999917984,1,9,0.11,FALSE,1,1,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.01,hard_first
1802,FALSE,NA,NA,0.1,FALSE,FALSE,NA,10,2,9.35300016403198,10,6,0.11,FALSE,2,10,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.01,hard_first
1803,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,4,6.7979998588562,11,4,0.2,FALSE,3,11,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.1,hard_first
1804,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,8,9.2739999294281,12,8,0.2,FALSE,4,12,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.1,hard_first
1805,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,8,5.8840000629425,13,8,0.2,FALSE,5,13,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.1,hard_first
1806,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,2,5.01900005340576,14,2,0.2,FALSE,6,14,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.1,hard_first
1807,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,3,5.17400026321411,15,3,0.2,FALSE,7,15,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.1,hard_first
1808,FALSE,NA,NA,0.1,FALSE,FALSE,NA,10,4,11.9240000247955,16,1,0.2,FALSE,7,16,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.1,hard_first
1809,FALSE,NA,NA,0.1,FALSE,FALSE,NA,10,4,23.8280000686646,17,0,0.2,FALSE,7,17,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.1,hard_first
1810,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,2,6.68700003623962,18,2,0.2,FALSE,8,18,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.1,hard_first
1811,FALSE,NA,NA,0.1,FALSE,FALSE,NA,10,5,10.5710000991821,19,7,0.2,FALSE,8,19,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.1,hard_first
1812,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,8,7.23900008201599,2,8,0.11,FALSE,2,2,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.01,hard_first
1813,FALSE,NA,NA,0.1,FALSE,FALSE,NA,10,1,6.30599999427795,20,5,0.2,FALSE,8,20,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.1,hard_first
1814,FALSE,NA,NA,0.1,FALSE,FALSE,NA,10,4,6.67700004577637,21,2,0.3,FALSE,8,21,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.2,hard_first
1815,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,4,5.20899987220764,22,4,0.3,FALSE,9,22,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.2,hard_first
1816,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,7,5.39199995994568,23,7,0.3,FALSE,10,23,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.2,hard_first
1817,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,5,6.45399975776672,24,5,0.3,FALSE,11,24,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.2,hard_first
1818,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,2,7.11600017547607,25,2,0.3,FALSE,12,25,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.2,hard_first
1819,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,5,5.01800012588501,26,5,0.3,FALSE,13,26,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.2,hard_first
1820,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,7,5.04299998283386,27,7,0.3,FALSE,14,27,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.2,hard_first
