...1,ai_help_received,ai_suggestion,ai_suggestion_correct,base_probability,correct,manual_ai_requested,manual_request_time,num_columns,response_col,response_time,seed,target_column_index,target_probability,timed_out,total_score_after_trial,trial_number,participant_id,popup_response,popup_response_time,toggle_state_at_start,toggle_used_during_trial,toggle_switch_time,condition,study_name,open_feedback,total_duration_seconds,tutorial_attempts,How annoying was the AI assistant?,How attentive were you to the AI assistant's suggestions?,How distracting was the AI assistant?,How much did the AI assistant improve your performance?,How useful was the AI assistant?,popup_events,popup_mode,prob_diff,order
3147,FALSE,NA,NA,0.1,FALSE,NA,NA,10,2,18.9989995956421,33,6,0.11,FALSE,27,33,78,No,12.4829998016357,TRUE,FALSE,NA,unsolicited,Final1-2025-05-13,Fun experimnt started well and suprised how many i got right without the AI. Started using the AI and it got a few wrong lol,1050.31,1,1,1,1,1,1,"[{'event': 'No', 'time_within_trial': 12.482999801635742}]",always,0.01,easy_first
3148,FALSE,NA,NA,0.1,FALSE,NA,NA,10,6,12.3860001564026,34,3,0.11,FALSE,27,34,78,NA,NA,TRUE,TRUE,2.30400013923645,unsolicited,Final1-2025-05-13,Fun experimnt started well and suprised how many i got right without the AI. Started using the AI and it got a few wrong lol,1050.31,1,1,1,1,1,1,NA,always,0.01,easy_first
3149,FALSE,NA,NA,0.1,FALSE,NA,NA,10,7,12.6090002059937,35,9,0.11,FALSE,27,35,78,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,Fun experimnt started well and suprised how many i got right without the AI. Started using the AI and it got a few wrong lol,1050.31,1,1,1,1,1,1,NA,always,0.01,easy_first
3150,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,24.518000125885,36,7,0.11,FALSE,27,36,78,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,Fun experimnt started well and suprised how many i got right without the AI. Started using the AI and it got a few wrong lol,1050.31,1,1,1,1,1,1,NA,always,0.01,easy_first
3151,FALSE,NA,NA,0.1,FALSE,NA,NA,10,9,46.7230000495911,37,0,0.11,FALSE,27,37,78,NA,NA,FALSE,TRUE,3.63300013542175,unsolicited,Final1-2025-05-13,Fun experimnt started well and suprised how many i got right without the AI. Started using the AI and it got a few wrong lol,1050.31,1,1,1,1,1,1,NA,always,0.01,easy_first
3152,TRUE,8,TRUE,0.1,TRUE,NA,NA,10,8,35.8789999485016,38,8,0.11,FALSE,28,38,78,Yes,11.4920001029968,TRUE,FALSE,NA,unsolicited,Final1-2025-05-13,Fun experimnt started well and suprised how many i got right without the AI. Started using the AI and it got a few wrong lol,1050.31,1,1,1,1,1,1,"[{'event': 'Yes', 'time_within_trial': 11.492000102996826}, {'event': 'Close', 'time_within_trial': 35.062000036239624}]",always,0.01,easy_first
3153,TRUE,9,TRUE,0.1,TRUE,NA,NA,10,9,29.2310001850128,39,9,0.11,FALSE,29,39,78,Yes,11.3750002384186,TRUE,FALSE,NA,unsolicited,Final1-2025-05-13,Fun experimnt started well and suprised how many i got right without the AI. Started using the AI and it got a few wrong lol,1050.31,1,1,1,1,1,1,"[{'event': 'Yes', 'time_within_trial': 11.375000238418579}, {'event': 'Close', 'time_within_trial': 28.52400016784668}]",always,0.01,easy_first
3154,FALSE,NA,NA,0.1,TRUE,NA,NA,10,9,16.5140001773834,4,9,0.4,FALSE,4,4,78,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,Fun experimnt started well and suprised how many i got right without the AI. Started using the AI and it got a few wrong lol,1050.31,1,1,1,1,1,1,NA,always,0.3,easy_first
3155,TRUE,6,FALSE,0.1,FALSE,NA,NA,10,6,35.342000246048,40,9,0.11,FALSE,29,40,78,Yes,26.8310000896454,TRUE,FALSE,NA,unsolicited,Final1-2025-05-13,Fun experimnt started well and suprised how many i got right without the AI. Started using the AI and it got a few wrong lol,1050.31,1,1,1,1,1,1,"[{'event': 'Yes', 'time_within_trial': 26.831000089645386}, {'event': 'Close', 'time_within_trial': 34.63700032234192}]",always,0.01,easy_first
3156,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,7.36500000953674,5,3,0.4,FALSE,5,5,78,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,Fun experimnt started well and suprised how many i got right without the AI. Started using the AI and it got a few wrong lol,1050.31,1,1,1,1,1,1,NA,always,0.3,easy_first
3157,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,8.68999981880188,6,8,0.4,FALSE,6,6,78,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,Fun experimnt started well and suprised how many i got right without the AI. Started using the AI and it got a few wrong lol,1050.31,1,1,1,1,1,1,NA,always,0.3,easy_first
3158,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.36100006103516,7,3,0.4,FALSE,7,7,78,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,Fun experimnt started well and suprised how many i got right without the AI. Started using the AI and it got a few wrong lol,1050.31,1,1,1,1,1,1,NA,always,0.3,easy_first
3159,FALSE,NA,NA,0.1,TRUE,NA,NA,10,6,6.51200008392334,8,6,0.4,FALSE,8,8,78,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,Fun experimnt started well and suprised how many i got right without the AI. Started using the AI and it got a few wrong lol,1050.31,1,1,1,1,1,1,NA,always,0.3,easy_first
3160,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,7.55599999427795,9,7,0.4,FALSE,9,9,78,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,Fun experimnt started well and suprised how many i got right without the AI. Started using the AI and it got a few wrong lol,1050.31,1,1,1,1,1,1,NA,always,0.3,easy_first
3161,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,7.92600011825562,1,3,0.4,FALSE,1,1,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.3,easy_first
3162,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,5.7720000743866,10,9,0.4,FALSE,9,10,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.3,easy_first
3163,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,5.55699992179871,11,7,0.3,FALSE,10,11,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.2,easy_first
3164,FALSE,NA,NA,0.1,TRUE,NA,NA,10,5,10.9539999961853,12,5,0.3,FALSE,11,12,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.2,easy_first
3165,FALSE,NA,NA,0.1,TRUE,NA,NA,10,4,5.60899996757507,13,4,0.3,FALSE,12,13,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.2,easy_first
3166,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,8.32599997520447,14,7,0.3,FALSE,13,14,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.2,easy_first
3167,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,25.6019997596741,15,2,0.3,FALSE,14,15,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.2,easy_first
3168,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.82699990272522,16,3,0.3,FALSE,15,16,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.2,easy_first
3169,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,11.5570001602173,17,2,0.3,FALSE,16,17,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.2,easy_first
3170,FALSE,NA,NA,0.1,TRUE,NA,NA,10,5,8.76099991798401,18,5,0.3,FALSE,17,18,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.2,easy_first
3171,FALSE,NA,NA,0.1,TRUE,NA,NA,10,1,11.4010000228882,19,1,0.3,FALSE,18,19,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.2,easy_first
3172,FALSE,NA,NA,0.1,TRUE,NA,NA,10,1,7.00099992752075,2,1,0.4,FALSE,2,2,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.3,easy_first
3173,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,7.43400001525879,20,3,0.3,FALSE,19,20,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.2,easy_first
3174,FALSE,NA,NA,0.1,TRUE,NA,NA,10,0,38.7579998970032,21,0,0.2,FALSE,20,21,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.1,easy_first
3175,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,5.29000020027161,22,2,0.2,FALSE,21,22,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.1,easy_first
3176,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.14600014686584,23,3,0.2,FALSE,22,23,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.1,easy_first
3177,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,9.72200012207031,24,8,0.2,FALSE,23,24,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.1,easy_first
3178,FALSE,NA,NA,0.1,FALSE,NA,NA,10,7,6.15999984741211,25,2,0.2,FALSE,23,25,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.1,easy_first
3179,FALSE,NA,NA,0.1,TRUE,NA,NA,10,4,5.30699992179871,26,4,0.2,FALSE,24,26,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.1,easy_first
3180,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,5.80900001525879,27,1,0.2,FALSE,24,27,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.1,easy_first
3181,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,8.80400013923645,28,8,0.2,FALSE,25,28,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.1,easy_first
3182,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,42.8020000457764,29,5,0.2,FALSE,25,29,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.1,easy_first
3183,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,6.56500005722046,3,8,0.4,FALSE,3,3,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.3,easy_first
3184,FALSE,NA,NA,0.1,FALSE,NA,NA,10,0,18.0020000934601,30,7,0.2,FALSE,25,30,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.1,easy_first
3185,FALSE,NA,NA,0.1,FALSE,NA,NA,10,1,5.42700004577637,31,6,0.11,FALSE,25,31,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.01,easy_first
3186,FALSE,NA,NA,0.1,FALSE,NA,NA,10,1,20.1709997653961,32,0,0.11,FALSE,25,32,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.01,easy_first
3187,FALSE,NA,NA,0.1,FALSE,NA,NA,10,0,6.14199995994568,33,9,0.11,FALSE,25,33,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.01,easy_first
3188,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,5.79400014877319,34,8,0.11,FALSE,26,34,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.01,easy_first
3189,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,13.7290000915527,35,7,0.11,FALSE,26,35,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.01,easy_first
3190,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,6.49199986457825,36,6,0.11,FALSE,26,36,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.01,easy_first
3191,FALSE,NA,NA,0.1,FALSE,NA,NA,10,6,16.4719998836517,37,2,0.11,FALSE,26,37,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.01,easy_first
3192,FALSE,NA,NA,0.1,FALSE,NA,NA,10,1,25.0439999103546,38,9,0.11,FALSE,26,38,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.01,easy_first
3193,FALSE,NA,NA,0.1,TRUE,NA,NA,10,9,19.7160000801086,39,9,0.11,FALSE,27,39,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.01,easy_first
3194,FALSE,NA,NA,0.1,TRUE,NA,NA,10,9,11.5260000228882,4,9,0.4,FALSE,4,4,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.3,easy_first
3195,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,8.68400001525879,40,3,0.11,FALSE,27,40,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.01,easy_first
3196,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,6.6489999294281,5,3,0.4,FALSE,5,5,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.3,easy_first
3197,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,5.78699994087219,6,7,0.4,FALSE,6,6,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.3,easy_first
3198,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,6.29700016975403,7,8,0.4,FALSE,7,7,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.3,easy_first
3199,FALSE,NA,NA,0.1,TRUE,NA,NA,10,6,5.50600028038025,8,6,0.4,FALSE,8,8,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.3,easy_first
3200,FALSE,NA,NA,0.1,TRUE,NA,NA,10,0,7.48400020599365,9,0,0.4,FALSE,9,9,79,NA,NA,NA,NA,NA,control,Final1-2025-05-13,"It was too much! I was doing well, then it got boring. Maybe it got more ifficult.",875.56,1,NA,NA,NA,NA,NA,NA,always,0.3,easy_first
3201,TRUE,5,FALSE,0.1,TRUE,NA,NA,10,3,21.930999994278,1,3,0.4,FALSE,1,1,80,Yes,12.0620000362396,TRUE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,"[{'event': 'Yes', 'time_within_trial': 12.062000036239624}, {'event': 'Close', 'time_within_trial': 19.99399995803833}]",random_50,0.3,easy_first
3202,FALSE,NA,NA,0.1,TRUE,NA,NA,10,9,12.4960000514984,10,9,0.4,FALSE,10,10,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.3,easy_first
3203,FALSE,NA,NA,0.1,TRUE,NA,NA,10,4,7.25,11,4,0.3,FALSE,11,11,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.2,easy_first
3204,FALSE,NA,NA,0.1,TRUE,NA,NA,10,5,5.18400001525879,12,5,0.3,FALSE,12,12,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.2,easy_first
3205,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,20.7269999980927,13,2,0.3,FALSE,13,13,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.2,easy_first
3206,FALSE,NA,NA,0.1,TRUE,NA,NA,10,1,11.444000005722,14,1,0.3,FALSE,14,14,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.2,easy_first
3207,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,13.7260000705719,15,7,0.3,FALSE,15,15,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.2,easy_first
3208,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,8.64800000190735,16,2,0.3,FALSE,16,16,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.2,easy_first
3209,FALSE,NA,NA,0.1,TRUE,NA,NA,10,5,6.3490002155304,17,5,0.3,FALSE,17,17,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.2,easy_first
3210,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,6.44900012016296,18,3,0.3,FALSE,18,18,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.2,easy_first
3211,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,6.30999970436096,19,7,0.3,FALSE,19,19,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.2,easy_first
3212,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,5.17700028419495,2,8,0.4,FALSE,2,2,80,NA,NA,TRUE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.3,easy_first
3213,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,12.239000082016,20,3,0.3,FALSE,20,20,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.2,easy_first
3214,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,12.8429996967316,21,8,0.2,FALSE,20,21,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.1,easy_first
3215,FALSE,NA,NA,0.1,FALSE,NA,NA,10,2,12.1399998664856,22,5,0.2,FALSE,20,22,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.1,easy_first
3216,FALSE,NA,NA,0.1,TRUE,NA,NA,10,4,7.72800016403198,23,4,0.2,FALSE,21,23,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.1,easy_first
3217,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,7.64900016784668,24,2,0.2,FALSE,22,24,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.1,easy_first
3218,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,12.3829998970032,25,2,0.2,FALSE,22,25,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.1,easy_first
3219,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,10.760999917984,26,7,0.2,FALSE,23,26,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.1,easy_first
3220,FALSE,NA,NA,0.1,TRUE,NA,NA,10,0,13.9770002365112,27,0,0.2,FALSE,24,27,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.1,easy_first
3221,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,6.21500015258789,28,3,0.2,FALSE,25,28,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.1,easy_first
3222,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,11.9689998626709,29,1,0.2,FALSE,25,29,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.1,easy_first
3223,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,13.1080000400543,3,8,0.4,FALSE,3,3,80,No,11.404000043869,TRUE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,"[{'event': 'No', 'time_within_trial': 11.404000043869019}]",random_50,0.3,easy_first
3224,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,5.58599972724915,30,8,0.2,FALSE,26,30,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.1,easy_first
3225,FALSE,NA,NA,0.1,TRUE,NA,NA,10,6,12.914999961853,31,6,0.11,FALSE,27,31,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.01,easy_first
3226,FALSE,NA,NA,0.1,FALSE,NA,NA,10,7,6.76199984550476,32,9,0.11,FALSE,27,32,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.01,easy_first
3227,FALSE,NA,NA,0.1,FALSE,NA,NA,10,2,10.9599997997284,33,6,0.11,FALSE,27,33,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.01,easy_first
3228,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,6.30499982833862,34,8,0.11,FALSE,28,34,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.01,easy_first
3229,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,6.91099977493286,35,3,0.11,FALSE,28,35,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.01,easy_first
3230,FALSE,NA,NA,0.1,FALSE,NA,NA,10,7,6.85800004005432,36,9,0.11,FALSE,28,36,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.01,easy_first
3231,FALSE,NA,NA,0.1,FALSE,NA,NA,10,7,6.24799990653992,37,0,0.11,FALSE,28,37,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.01,easy_first
3232,FALSE,NA,NA,0.1,FALSE,NA,NA,10,6,8.29700016975403,38,2,0.11,FALSE,28,38,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.01,easy_first
3233,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,19.4350001811981,39,7,0.11,FALSE,28,39,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.01,easy_first
3234,FALSE,NA,NA,0.1,TRUE,NA,NA,10,0,12.989000082016,4,0,0.4,FALSE,4,4,80,No,11.4019999504089,TRUE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,"[{'event': 'No', 'time_within_trial': 11.401999950408936}]",random_50,0.3,easy_first
3235,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,6.25300002098083,40,9,0.11,FALSE,28,40,80,NA,NA,FALSE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.01,easy_first
3236,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.56100034713745,5,3,0.4,FALSE,5,5,80,NA,NA,TRUE,FALSE,NA,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.3,easy_first
3237,FALSE,NA,NA,0.1,TRUE,NA,NA,10,6,7.61100006103516,6,6,0.4,FALSE,6,6,80,NA,NA,TRUE,TRUE,0.775000095367432,unsolicited,Final1-2025-05-13,NA,718.74,1,4,3,4,0,0,NA,random_50,0.3,easy_first
